Organization Name,Organization Name URL,Contact Email,Website,Founders,Company Type
Hyatt,https://www.crunchbase.com/organization/hyatt,concierge@hyatt.com,http://www.hyatt.com/,"Jason Pritzker, Jay Pritzker",For Profit
AppLearn,https://www.crunchbase.com/organization/applearn,info@applearn.com,https://applearn.com/,"Andrew Barlow, Mark Barlow",For Profit
Evisort,https://www.crunchbase.com/organization/evisort,info@evisort.com,http://evisort.com,"Amine Anoun, Jake Sussman, Jerry Ting",For Profit
Thumbtack,https://www.crunchbase.com/organization/thumbtack,support@thumbtack.com,https://www.thumbtack.com,"American Healthcare Compliance, Jonathan Swanson, Marco Zappacosta, Sander Daniels",For Profit
Liberis,https://www.crunchbase.com/organization/liberis-group,info@liberis.co.uk,https://www.liberis.com,"Charles Mindenhall, Paul Mildenstein",For Profit
Bloom Energy,https://www.crunchbase.com/organization/bloom-energy,info@bloomenergy.com,http://www.bloomenergy.com,"Charles J. Smiley, Jim McElroy, John Finn, KR Sridhar",For Profit
Simpl,https://www.crunchbase.com/organization/simpl-2,invest@getsimpl.com,https://getsimpl.com/,"Chaitra Chidanand, Nityanand Sharma",For Profit
Expensify,https://www.crunchbase.com/organization/expensify-com,concierge@expensify.com,https://we.are.expensify.com,"David Barrett, Witold Stankiewicz",For Profit
Dott,https://www.crunchbase.com/organization/dott,support@ridedott.com,https://ridedott.com,"Henri Moissinac, Maxim Romain",For Profit
Degreed,https://www.crunchbase.com/organization/degreed,info@degreed.com,http://degreed.com,"David Blake, David Wiley, Eric Sharp",For Profit
SevenRooms,https://www.crunchbase.com/organization/seven-rooms,hello@trysevenrooms.com,http://www.sevenrooms.com,"Allison Page, Joel Montaniel, Kinesh Patel",For Profit
Dover,https://www.crunchbase.com/organization/dover-37be,hello@dover.com,https://dover.com,"Anvisha Pai, George Carollo, Max Kolysh",For Profit
Invest Nebraska,https://www.crunchbase.com/organization/invest-nebraska,info@investnebraska.com,http://investnebraska.com,,For Profit
Hex Technologies,https://www.crunchbase.com/organization/hex-technologies-inc,hello@hex.tech,https://hex.tech,"Barry McCardel, Caitlin Colgrove, Glen Takahashi",For Profit
Helsing,https://www.crunchbase.com/organization/helsing,,https://www.helsing.ai,"Gundbert Scherf, Niklas Köhler, Torsten Reil",For Profit
VF,https://www.crunchbase.com/organization/vf-corporation,ir@vfc.com,http://www.vfc.com,John Barbey,For Profit
Cloudbeds,https://www.crunchbase.com/organization/cloudbeds,info@cloudbeds.com,https://www.cloudbeds.com,"Adam Harris, Phillip Kopp, Richard Castle",For Profit
Luko,https://www.crunchbase.com/organization/luko,hello@getluko.com,https://www.luko.eu,"Benoit Bourdel, Raphael Vullierme",For Profit
Blue Owl,https://www.crunchbase.com/organization/blue-owl-e2cf,inquiry@blueowl.com,https://www.blueowl.com/,"Craig Packer, Douglas I. Ostrover, Marc Lipschultz, Michael Rees",For Profit
Stitch Fix,https://www.crunchbase.com/organization/stitch-fix,stitchfix@stitchfix.com,http://stitchfix.com,Katrina Lake,For Profit
Fittr,https://www.crunchbase.com/organization/squats,,https://www.fittr.com/,"Bala Krishna Reddy Dabbedi, Jitendra Chouksey, Jyoti Sehrawat Dabas, Rohit Chattopadhyay, Sonal Singh",For Profit
General Catalyst,https://www.crunchbase.com/organization/general-catalyst-partners,gcinfo@generalcatalyst.com,http://www.generalcatalyst.com,"David Fialkow, David Orfao, Joel Cutler",For Profit
Fetch.AI,https://www.crunchbase.com/organization/fetch-ai,info@fetch.ai,https://fetch.ai/,"Carlos Virella, Humayun Sheikh, Thomas Hain, Toby Simpson",For Profit
Li Auto,https://www.crunchbase.com/organization/chehejia,press@lixiang.com,https://www.lixiang.com,Li Xiang,For Profit
Bluevine,https://www.crunchbase.com/organization/bluevine,support@bluevine.com,http://www.bluevine.com,"Eyal Lifshitz, Moti Shatner, Nir Klar",For Profit
Artificial Labs,https://www.crunchbase.com/organization/artificial-labs,hello@artificial.io,http://artificial.io,"David King, Johnny Bridges",For Profit
Altus Power,https://www.crunchbase.com/organization/altus-power-america,operations@altuspower.com,http://www.altuspower.com,"Gregg Felton, Lars Norell, Tom Athan, Tony Savino",For Profit
R3,https://www.crunchbase.com/organization/r3-cev,lrcbusinessdev@r3cev.com,http://r3.com,"David Rutter, Todd McDonald",For Profit
Groupon,https://www.crunchbase.com/organization/groupon,support@groupon.com,http://www.groupon.com,"Andrew Mason, Bradley Keywell, Christopher Muhr, Eric Lefkofsky, Stephen George",For Profit
Finoa,https://www.crunchbase.com/organization/finoa,support@finoa.io,https://finoa.io/,"Christopher May, Henrik Gebbing",For Profit
Globant,https://www.crunchbase.com/organization/globant,hello@globant.com,http://www.globant.com,"Guibert Englebienne, Martin Migoya, Martin Umaran, Nestor Nocetti",For Profit
edrone,https://www.crunchbase.com/organization/edrone,hello@edrone.me,https://edrone.me,"Michal Blak, Rahim Blak",For Profit
Ideagen,https://www.crunchbase.com/organization/ideagen,info@ideagen.com,https://www.ideagen.com,,For Profit
Tenable,https://www.crunchbase.com/organization/tenable-network-security,tenablepr@tenable.com,http://www.tenable.com,"Jack Huffard, Renaud Deraison, Ron Gula",For Profit
Fabric,https://www.crunchbase.com/organization/commonsense-robotics,info@cs-robotics.com,https://getfabric.com,"Elram Goren, Eyal Goren, Ori Avraham, Shay Cohen, Tom Bassett",For Profit
AppZen,https://www.crunchbase.com/organization/appzen,info@appzen.com,http://www.appzen.com/,"Anant Kale, Kunal Verma",For Profit
Sequoia Capital China,https://www.crunchbase.com/organization/sequoia-capital-china,companiatalcarlosavirella@yahoo.com,https://www.sequoiacap.cn,Don Valentine,For Profit
Immunocore,https://www.crunchbase.com/organization/immunocore,info@immunocore.com,http://immunocore.com,"Bent Jakobsen, Nick Cross",For Profit
Genomics,https://www.crunchbase.com/organization/genomics,info@genomicsplc.com,http://www.genomicsplc.com,"Chris Spencer, Gerton Lunter, Gil McVean, Peter Donnelly",For Profit
Flock Safety,https://www.crunchbase.com/organization/flock-safety,sales@flocksafety.com,https://www.flocksafety.com,"Garrett Langley, Matt Feury",For Profit
Statsig,https://www.crunchbase.com/organization/statsig,support@statsig.com,https://www.statsig.com/,Vijaye Raji,For Profit
Neon,https://www.crunchbase.com/organization/banco-neon,oi@neon.com.br,https://neon.com.br,"Pedro Conrade, Victor Sadalla",For Profit
Snapdocs,https://www.crunchbase.com/organization/snapdocs,info@snapdocs.com,http://www.snapdocs.com,Aaron King,For Profit
Pixelmon,https://www.crunchbase.com/organization/pixelmon,kiriat@liquidx.studio,https://www.pixelmon.ai/,Giulio Xiloyannis,For Profit
Valeo,https://www.crunchbase.com/organization/valeo,,http://www.valeo.com/en/,Eugène Buisson,For Profit
Massachusetts Institute of Technology,https://www.crunchbase.com/organization/massachusetts-institute-of-technology-mit,admissions@mit.edu,http://web.mit.edu,,For Profit
Xampla,https://www.crunchbase.com/organization/xampla,hello@xampla.com,https://xampla.com/,Marc Rodriguez Garcia,For Profit
Drift,https://www.crunchbase.com/organization/drift,,https://www.drift.com,"David Cancel, Elias Torres",For Profit
Teladoc Health,https://www.crunchbase.com/organization/teladoc,help@teladochealth.com,https://teladochealth.com,"George Byron Brooks, Oscar Boultinghouse",For Profit
Cuyana,https://www.crunchbase.com/organization/cuyana,info@cuyana.com,http://www.cuyana.com,"Karla Gallardo, Shilpa Shah",For Profit
DigitalOcean,https://www.crunchbase.com/organization/digitalocean,contact@digitalocean.com,http://www.digitalocean.com,"Alec Hartman, Ben Uretsky, Mitch Wainer, Moisey Uretsky",For Profit
Post Holdings,https://www.crunchbase.com/organization/post-holdings-2,,http://postholdings.com,Charles William,For Profit
Tourmaline Bio,https://www.crunchbase.com/organization/tourmaline-bio,info@tourmalinebio.com,https://www.tourmalinebio.com,,For Profit
